order_id,order_date,customer_id,city,product_name,product_category,quantity,payment_type,amount,cost_price,shipping_cost,customer_type,phone_verified,email_verified,address_complete,distance_km,previous_orders,previous_returns,order_hour,coupon_used,account_age_days,current_stock,avg_daily_sales,status,is_risky
ORD-111140,2026-04-24,CUST-111140,Sylhet,Coffee Maker,Home Appliance,3,Prepaid,26805,19026,305,Returning,Yes,Yes,Yes,113,11,0,3,Yes,1105,1,11,Failed,0
ORD-111141,2026-03-15,CUST-111141,Rangpur,Sunglasses,Accessories,2,COD,2644,1739,180,Returning,Yes,No,Yes,118,17,5,19,Yes,532,74,15,Success,0
ORD-111142,2026-04-08,CUST-111142,Sylhet,Coffee Maker,Home Appliance,1,Prepaid,6882,5123,91,Returning,Yes,Yes,Yes,52,6,1,3,No,566,148,3,Returned,0
ORD-111143,2026-01-07,CUST-111143,Gazipur,T-Shirt,Clothing,4,Prepaid,6044,3849,248,Returning,Yes,Yes,Yes,80,23,4,6,No,290,118,16,Success,0
ORD-111144,2026-05-30,CUST-111144,Chattogram,Rice Cooker,Home Appliance,3,Prepaid,10986,6735,237,Returning,No,No,No,43,35,3,3,Yes,1042,5,11,Returned,1
ORD-111145,2026-03-21,CUST-111145,Mymensingh,Perfume,Cosmetics,1,COD,2400,1402,75,Returning,Yes,Yes,Yes,32,14,3,7,Yes,1263,49,14,Success,0
ORD-111146,2026-03-03,CUST-111146,Chattogram,Skin Care Kit,Cosmetics,5,COD,20640,14251,114,Returning,Yes,Yes,Yes,40,17,6,0,No,149,64,18,Success,0
ORD-111147,2026-02-20,CUST-111147,Barishal,Coffee Maker,Home Appliance,4,Prepaid,36132,23075,236,New,Yes,Yes,No,38,0,0,0,No,27,90,9,Returned,0
ORD-111148,2026-04-27,CUST-111148,Gazipur,Backpack,Accessories,3,Prepaid,10683,7599,163,Returning,Yes,Yes,Yes,120,3,3,21,Yes,379,100,16,Success,0
ORD-111149,2026-02-18,CUST-111149,Narayanganj,Sunglasses,Accessories,5,COD,9160,6501,250,Returning,Yes,No,Yes,121,32,6,20,Yes,1019,46,1,Success,0
ORD-111150,2026-01-30,CUST-111150,Rajshahi,Skin Care Kit,Cosmetics,2,COD,7844,5429,174,Returning,No,Yes,Yes,86,4,3,8,Yes,1281,74,18,Success,0
ORD-111151,2026-03-28,CUST-111151,Rajshahi,Backpack,Accessories,3,Prepaid,6057,4323,185,New,Yes,Yes,No,23,0,0,19,Yes,85,99,6,Success,0
ORD-111152,2026-03-13,CUST-111152,Sylhet,T-Shirt,Clothing,2,Prepaid,3402,2350,205,Returning,Yes,Yes,Yes,89,2,0,16,No,1070,136,16,Success,0
ORD-111153,2026-02-16,CUST-111153,Sylhet,Jeans,Clothing,4,COD,7548,4513,146,Returning,Yes,No,Yes,37,23,6,4,Yes,227,66,8,Success,0
ORD-111154,2026-06-12,CUST-111154,Cumilla,Jeans,Clothing,3,Prepaid,9180,5360,168,Returning,Yes,Yes,Yes,35,22,3,19,No,1339,22,7,Success,0
ORD-111155,2026-05-29,CUST-111155,Khulna,T-Shirt,Clothing,4,COD,6960,4803,200,Returning,Yes,Yes,No,16,5,4,18,No,345,3,4,Success,0
ORD-111156,2026-02-13,CUST-111156,Gazipur,Sunglasses,Accessories,4,COD,9236,5157,176,Returning,Yes,Yes,Yes,67,17,3,9,Yes,996,160,7,Success,0
ORD-111157,2026-05-10,CUST-111157,Sylhet,Perfume,Cosmetics,5,COD,8720,6303,224,Returning,Yes,Yes,Yes,119,8,2,10,No,930,92,14,Returned,0
ORD-111158,2026-01-01,CUST-111158,Chattogram,Smart Watch,Electronics,2,COD,16304,11332,199,Returning,Yes,Yes,Yes,76,10,1,18,No,339,118,12,Success,0
ORD-111159,2026-01-08,CUST-111159,Narayanganj,T-Shirt,Clothing,1,COD,1318,832,136,Returning,Yes,Yes,Yes,44,35,5,21,No,447,26,4,Success,0
ORD-111160,2026-04-08,CUST-111160,Chattogram,Perfume,Cosmetics,1,Prepaid,4568,3409,265,Returning,Yes,No,Yes,27,18,3,11,Yes,223,77,3,Success,0
ORD-111161,2026-02-18,CUST-111161,Gazipur,Perfume,Cosmetics,4,Prepaid,19356,11330,285,Returning,No,Yes,Yes,122,15,3,4,No,447,107,17,Success,0
ORD-111162,2026-01-03,CUST-111162,Gazipur,Backpack,Accessories,4,Prepaid,7264,4584,114,New,Yes,Yes,Yes,43,0,0,20,No,44,25,15,Success,0
ORD-111163,2026-03-16,CUST-111163,Dhaka,Headphone,Electronics,2,COD,10168,7381,79,Returning,Yes,Yes,Yes,23,33,3,19,No,1225,127,3,Returned,1
ORD-111164,2026-04-06,CUST-111164,Rajshahi,Smart Watch,Electronics,2,COD,17194,9984,255,New,No,Yes,No,94,0,0,7,No,41,18,13,Failed,1
ORD-111165,2026-03-03,CUST-111165,Chattogram,Sunglasses,Accessories,4,COD,6448,3660,73,Returning,Yes,Yes,Yes,50,10,0,6,No,72,36,16,Returned,0
ORD-111166,2026-04-02,CUST-111166,Khulna,T-Shirt,Clothing,2,Prepaid,2554,1522,247,Returning,Yes,Yes,No,78,32,3,7,Yes,1353,135,5,Success,0
ORD-111167,2026-06-23,CUST-111167,Khulna,Backpack,Accessories,4,COD,9048,5293,139,Returning,Yes,Yes,Yes,114,23,1,22,No,14,0,13,Success,0
ORD-111168,2026-06-15,CUST-111168,Dhaka,Rice Cooker,Home Appliance,1,Prepaid,3813,2099,98,Returning,Yes,Yes,Yes,15,11,4,4,Yes,588,107,9,Success,0
ORD-111169,2026-06-08,CUST-111169,Barishal,Bluetooth Speaker,Electronics,1,COD,4389,2676,217,Returning,No,Yes,No,19,20,6,14,No,422,94,8,Success,1
ORD-111170,2026-04-19,CUST-111170,Rajshahi,Rice Cooker,Home Appliance,4,Prepaid,14864,11159,110,Returning,Yes,Yes,Yes,103,20,0,11,No,312,124,13,Success,0
ORD-111171,2026-01-12,CUST-111171,Khulna,T-Shirt,Clothing,1,Prepaid,1402,836,220,Returning,No,Yes,Yes,24,23,5,16,Yes,94,96,5,Returned,1
ORD-111172,2026-06-11,CUST-111172,Rangpur,Perfume,Cosmetics,3,COD,8289,5820,227,Returning,Yes,Yes,No,49,22,4,3,Yes,484,110,9,Success,0
ORD-111173,2026-04-04,CUST-111173,Barishal,Headphone,Electronics,2,COD,11408,6324,165,New,Yes,Yes,Yes,62,0,0,1,No,4,85,4,Success,0
ORD-111174,2026-05-05,CUST-111174,Gazipur,Rice Cooker,Home Appliance,5,Prepaid,30830,20480,244,Returning,Yes,No,Yes,113,13,2,3,Yes,432,70,13,Failed,0
ORD-111175,2026-03-31,CUST-111175,Bogura,Skin Care Kit,Cosmetics,2,COD,10922,7364,304,Returning,Yes,Yes,No,56,34,5,5,No,55,52,4,Success,0
ORD-111176,2026-04-19,CUST-111176,Cumilla,Jeans,Clothing,5,COD,13445,8958,270,Returning,Yes,No,Yes,27,32,2,6,No,396,120,10,Success,0
ORD-111177,2026-04-18,CUST-111177,Barishal,Sunglasses,Accessories,1,Prepaid,1847,1080,303,Returning,Yes,Yes,No,58,16,3,21,Yes,1377,99,7,Returned,1
ORD-111178,2026-04-26,CUST-111178,Mymensingh,Skin Care Kit,Cosmetics,3,COD,14985,8936,163,Returning,Yes,Yes,Yes,21,31,3,12,No,233,3,2,Success,0
ORD-111179,2026-03-24,CUST-111179,Cumilla,Rice Cooker,Home Appliance,3,Prepaid,11691,7520,187,Returning,No,Yes,No,100,26,6,2,No,1297,41,13,Failed,1
ORD-111180,2026-03-11,CUST-111180,Barishal,Backpack,Accessories,1,COD,2906,2040,230,Returning,Yes,Yes,Yes,23,13,3,23,Yes,510,16,17,Returned,1
ORD-111181,2026-06-07,CUST-111181,Mymensingh,Backpack,Accessories,2,Prepaid,3736,2434,224,Returning,No,No,No,112,29,6,19,No,400,34,5,Success,1
ORD-111182,2026-01-24,CUST-111182,Mymensingh,Perfume,Cosmetics,5,Prepaid,19930,12883,76,Returning,Yes,No,Yes,57,23,6,19,No,305,102,14,Success,0
ORD-111183,2026-05-18,CUST-111183,Khulna,Jeans,Clothing,4,COD,7356,4785,296,New,Yes,Yes,No,45,0,0,2,Yes,40,56,7,Failed,1
ORD-111184,2026-05-15,CUST-111184,Mymensingh,T-Shirt,Clothing,3,Prepaid,5130,3352,306,New,Yes,Yes,Yes,113,0,0,14,Yes,43,145,6,Success,0
ORD-111185,2026-02-07,CUST-111185,Chattogram,Perfume,Cosmetics,1,COD,2616,1580,167,Returning,Yes,No,Yes,32,16,1,11,No,1244,68,3,Failed,0
ORD-111186,2026-03-24,CUST-111186,Chattogram,Perfume,Cosmetics,3,Prepaid,11880,8210,238,New,Yes,Yes,Yes,107,0,0,14,No,69,32,4,Success,0
ORD-111187,2026-06-20,CUST-111187,Rangpur,Headphone,Electronics,5,COD,31620,18314,96,Returning,No,Yes,Yes,11,11,3,16,Yes,1115,19,18,Success,0
ORD-111188,2026-02-04,CUST-111188,Rangpur,Sunglasses,Accessories,1,Prepaid,2262,1739,160,Returning,No,Yes,Yes,20,14,1,2,Yes,860,151,17,Returned,0
ORD-111189,2026-03-20,CUST-111189,Mymensingh,Bluetooth Speaker,Electronics,5,COD,22560,12555,100,New,Yes,Yes,Yes,85,0,0,22,No,71,95,10,Success,0
ORD-111190,2026-01-16,CUST-111190,Sylhet,Jeans,Clothing,3,COD,7641,5591,171,New,Yes,Yes,Yes,91,0,0,14,Yes,47,107,15,Success,0
ORD-111191,2026-01-14,CUST-111191,Bogura,Smart Watch,Electronics,2,Prepaid,13272,8937,174,Returning,No,Yes,Yes,116,17,5,23,Yes,1335,104,12,Success,0
ORD-111192,2026-01-06,CUST-111192,Barishal,Smart Watch,Electronics,3,Prepaid,22569,13640,280,Returning,Yes,No,Yes,65,6,5,9,No,649,103,17,Success,0
ORD-111193,2026-04-20,CUST-111193,Cumilla,Shoes,Fashion,2,Prepaid,7046,5138,275,Returning,No,No,No,70,17,3,8,Yes,1380,65,5,Success,1
ORD-111194,2026-05-10,CUST-111194,Sylhet,Smart Watch,Electronics,2,Prepaid,15610,9798,256,New,Yes,Yes,Yes,63,0,0,1,No,31,75,5,Success,0
ORD-111195,2026-06-16,CUST-111195,Khulna,Perfume,Cosmetics,5,Prepaid,24510,18866,119,Returning,Yes,Yes,Yes,93,1,1,11,No,247,24,14,Success,0
ORD-111196,2026-03-22,CUST-111196,Chattogram,Headphone,Electronics,2,COD,8138,5304,95,Returning,Yes,Yes,No,54,10,0,20,No,159,137,15,Success,0
ORD-111197,2026-06-11,CUST-111197,Dhaka,Skin Care Kit,Cosmetics,3,COD,13374,9104,220,Returning,Yes,Yes,Yes,68,19,2,2,No,1179,96,13,Returned,0
ORD-111198,2026-03-26,CUST-111198,Sylhet,Headphone,Electronics,1,Prepaid,6128,4743,188,Returning,Yes,No,Yes,112,15,3,23,No,958,90,5,Success,0
ORD-111199,2026-04-19,CUST-111199,Rangpur,Sunglasses,Accessories,3,COD,5376,3999,209,Returning,No,No,No,60,29,6,13,No,217,139,6,Success,1
ORD-111200,2026-03-18,CUST-111200,Gazipur,Shoes,Fashion,1,Prepaid,5213,2950,296,Returning,Yes,Yes,Yes,54,34,0,15,Yes,210,23,1,Returned,0
ORD-111201,2026-02-27,CUST-111201,Rajshahi,Coffee Maker,Home Appliance,4,Prepaid,36800,28553,243,Returning,Yes,Yes,Yes,22,20,2,10,Yes,98,155,16,Success,0
ORD-111202,2026-04-04,CUST-111202,Gazipur,Shoes,Fashion,2,Prepaid,5978,3499,196,New,Yes,No,Yes,70,0,0,0,No,22,103,17,Success,0
ORD-111203,2026-01-17,CUST-111203,Cumilla,Shoes,Fashion,4,COD,18132,10914,250,Returning,Yes,Yes,Yes,9,6,2,5,No,183,150,5,Failed,0
ORD-111204,2026-02-01,CUST-111204,Rangpur,Backpack,Accessories,1,Prepaid,1410,810,287,Returning,Yes,Yes,Yes,41,17,4,21,No,638,51,18,Success,0
ORD-111205,2026-05-01,CUST-111205,Mymensingh,Sunglasses,Accessories,3,Prepaid,3324,1913,277,Returning,Yes,Yes,Yes,49,15,0,1,Yes,108,134,15,Success,0
ORD-111206,2026-01-07,CUST-111206,Rajshahi,Sunglasses,Accessories,3,Prepaid,4068,2820,202,New,Yes,No,Yes,54,0,0,3,No,32,23,3,Success,0
ORD-111207,2026-02-21,CUST-111207,Dhaka,Perfume,Cosmetics,5,Prepaid,24820,16885,199,Returning,Yes,No,No,78,17,4,1,No,512,3,18,Success,0
ORD-111208,2026-01-24,CUST-111208,Mymensingh,Shoes,Fashion,3,COD,14808,11222,109,Returning,Yes,Yes,Yes,45,6,5,18,Yes,410,13,3,Success,0
ORD-111209,2026-05-13,CUST-111209,Rajshahi,T-Shirt,Clothing,5,COD,6165,3422,241,New,Yes,Yes,Yes,99,0,0,21,No,75,148,5,Success,0
ORD-111210,2026-01-31,CUST-111210,Barishal,Jeans,Clothing,2,COD,7388,4343,163,New,Yes,Yes,Yes,82,0,0,17,Yes,78,126,18,Success,0
ORD-111211,2026-03-03,CUST-111211,Cumilla,Jeans,Clothing,1,Prepaid,2132,1175,311,Returning,No,Yes,No,64,27,0,10,No,542,112,17,Returned,1
ORD-111212,2026-05-10,CUST-111212,Rajshahi,Shoes,Fashion,1,Prepaid,2532,1862,262,Returning,Yes,No,Yes,12,21,3,3,Yes,819,122,15,Success,0
ORD-111213,2026-02-10,CUST-111213,Chattogram,Smart Watch,Electronics,2,Prepaid,16682,10311,106,New,Yes,Yes,Yes,72,0,0,13,No,44,21,8,Success,0
ORD-111214,2026-04-01,CUST-111214,Mymensingh,Shoes,Fashion,1,COD,3557,2738,272,New,No,Yes,Yes,124,0,0,8,No,60,14,18,Returned,1
ORD-111215,2026-04-18,CUST-111215,Dhaka,Backpack,Accessories,4,COD,13232,9391,223,New,Yes,Yes,Yes,14,0,0,4,No,3,85,10,Success,0
ORD-111216,2026-03-08,CUST-111216,Narayanganj,Bluetooth Speaker,Electronics,4,COD,17004,11950,244,Returning,Yes,No,Yes,33,30,4,19,No,556,112,17,Returned,1
ORD-111217,2026-04-17,CUST-111217,Rajshahi,Coffee Maker,Home Appliance,3,Prepaid,13806,10258,219,Returning,Yes,Yes,Yes,12,33,2,6,No,214,155,13,Success,0
ORD-111218,2026-02-05,CUST-111218,Gazipur,Coffee Maker,Home Appliance,2,Prepaid,14268,8314,150,Returning,Yes,Yes,Yes,86,31,2,4,No,271,144,17,Returned,0
ORD-111219,2026-04-20,CUST-111219,Rajshahi,Headphone,Electronics,1,Prepaid,4974,3778,157,Returning,No,Yes,Yes,56,22,6,9,No,926,24,14,Success,0
ORD-111220,2026-02-15,CUST-111220,Rangpur,Bluetooth Speaker,Electronics,1,COD,2851,1864,285,New,Yes,Yes,Yes,35,0,0,2,No,13,66,16,Returned,0
ORD-111221,2026-06-25,CUST-111221,Sylhet,Jeans,Clothing,5,COD,20160,13658,284,Returning,Yes,No,No,121,34,2,12,No,494,59,16,Success,0
ORD-111222,2026-06-26,CUST-111222,Mymensingh,Smart Watch,Electronics,4,COD,28808,16176,202,New,No,Yes,Yes,65,0,0,0,No,25,141,8,Success,0
ORD-111223,2026-05-13,CUST-111223,Khulna,Headphone,Electronics,1,COD,6326,4843,280,New,Yes,Yes,Yes,14,0,0,1,No,78,141,5,Failed,0
ORD-111224,2026-04-23,CUST-111224,Barishal,Headphone,Electronics,1,Prepaid,5964,4629,295,New,Yes,Yes,Yes,83,0,0,1,Yes,56,74,7,Success,0
ORD-111225,2026-06-10,CUST-111225,Dhaka,Rice Cooker,Home Appliance,1,Prepaid,7113,4770,194,Returning,Yes,Yes,No,84,3,3,5,No,1231,7,12,Returned,1
ORD-111226,2026-03-13,CUST-111226,Cumilla,Rice Cooker,Home Appliance,3,Prepaid,21717,14090,191,New,Yes,Yes,Yes,23,0,0,6,Yes,13,41,15,Success,0
ORD-111227,2026-03-22,CUST-111227,Dhaka,Skin Care Kit,Cosmetics,2,Prepaid,10048,7134,298,New,Yes,Yes,No,94,0,0,23,No,76,90,9,Returned,1
ORD-111228,2026-01-23,CUST-111228,Khulna,Headphone,Electronics,5,COD,27180,18119,155,New,Yes,Yes,Yes,121,0,0,0,No,83,131,7,Failed,0
ORD-111229,2026-03-06,CUST-111229,Sylhet,Sunglasses,Accessories,1,COD,966,624,117,Returning,Yes,Yes,Yes,39,10,6,13,No,1364,4,16,Success,0
ORD-111230,2026-03-01,CUST-111230,Barishal,Sunglasses,Accessories,1,COD,2376,1473,106,Returning,No,Yes,No,64,18,6,2,Yes,873,9,5,Failed,1
ORD-111231,2026-04-13,CUST-111231,Narayanganj,Rice Cooker,Home Appliance,3,COD,16728,12405,183,New,Yes,No,Yes,74,0,0,19,No,21,59,5,Returned,0
ORD-111232,2026-03-28,CUST-111232,Bogura,T-Shirt,Clothing,2,Prepaid,2914,1951,128,New,Yes,No,Yes,115,0,0,18,No,23,109,14,Success,0
ORD-111233,2026-02-28,CUST-111233,Rajshahi,Backpack,Accessories,4,Prepaid,5972,3623,237,Returning,No,Yes,Yes,6,34,5,10,No,1171,57,13,Returned,1
ORD-111234,2026-06-24,CUST-111234,Chattogram,Headphone,Electronics,3,Prepaid,13755,8046,274,Returning,Yes,Yes,Yes,64,30,1,21,No,496,9,12,Success,0
ORD-111235,2026-04-18,CUST-111235,Barishal,Perfume,Cosmetics,3,Prepaid,14691,9987,315,New,Yes,Yes,Yes,11,0,0,21,No,49,44,16,Success,0
ORD-111236,2026-02-24,CUST-111236,Narayanganj,Backpack,Accessories,3,COD,4545,3296,269,Returning,Yes,Yes,Yes,111,34,3,19,No,357,11,4,Success,0
ORD-111237,2026-05-25,CUST-111237,Cumilla,Smart Watch,Electronics,2,Prepaid,14430,8672,243,Returning,Yes,Yes,Yes,125,27,5,4,No,410,153,12,Success,0
ORD-111238,2026-03-04,CUST-111238,Gazipur,Shoes,Fashion,5,Prepaid,13800,10003,134,Returning,Yes,Yes,No,85,3,0,11,No,496,14,4,Success,0
ORD-111239,2026-04-28,CUST-111239,Dhaka,Backpack,Accessories,4,Prepaid,13464,9181,95,New,Yes,Yes,Yes,68,0,0,10,No,71,59,17,Success,0
ORD-111240,2026-03-04,CUST-111240,Chattogram,Shoes,Fashion,3,COD,10482,7366,305,Returning,Yes,Yes,No,99,3,2,7,Yes,100,86,5,Failed,0
ORD-111241,2026-03-30,CUST-111241,Dhaka,Headphone,Electronics,3,Prepaid,22206,16578,260,Returning,No,Yes,Yes,110,31,1,9,Yes,405,117,12,Returned,0
ORD-111242,2026-06-18,CUST-111242,Rangpur,Headphone,Electronics,3,Prepaid,11025,6262,72,Returning,Yes,Yes,Yes,103,24,1,5,No,1182,150,1,Success,0
ORD-111243,2026-06-16,CUST-111243,Dhaka,Rice Cooker,Home Appliance,2,COD,8458,4809,91,Returning,Yes,Yes,Yes,71,2,1,22,No,594,56,15,Success,0
ORD-111244,2026-03-20,CUST-111244,Rangpur,Jeans,Clothing,3,Prepaid,11475,6835,102,Returning,Yes,No,Yes,115,27,3,4,No,1081,20,17,Success,0
ORD-111245,2026-04-22,CUST-111245,Cumilla,Jeans,Clothing,4,Prepaid,11972,7448,168,Returning,Yes,Yes,Yes,112,14,6,14,Yes,573,117,18,Success,0
ORD-111246,2026-03-14,CUST-111246,Chattogram,Sunglasses,Accessories,1,Prepaid,1378,875,70,New,Yes,Yes,Yes,60,0,0,22,No,19,100,17,Success,0
ORD-111247,2026-02-23,CUST-111247,Khulna,Sunglasses,Accessories,2,COD,4560,2520,245,New,Yes,Yes,Yes,26,0,0,0,No,3,154,16,Success,0
ORD-111248,2026-02-08,CUST-111248,Rajshahi,Headphone,Electronics,4,COD,22760,17091,149,Returning,Yes,Yes,Yes,50,25,6,18,Yes,252,71,18,Success,0
ORD-111249,2026-06-12,CUST-111249,Sylhet,Rice Cooker,Home Appliance,1,COD,4771,3326,136,Returning,Yes,No,Yes,97,34,3,4,Yes,970,153,15,Failed,1
ORD-111250,2026-04-18,CUST-111250,Rajshahi,Coffee Maker,Home Appliance,2,COD,9676,6957,188,New,No,Yes,Yes,28,0,0,17,Yes,66,25,16,Success,0
ORD-111251,2026-03-10,CUST-111251,Cumilla,Rice Cooker,Home Appliance,1,Prepaid,6768,4047,116,Returning,Yes,Yes,Yes,42,25,2,3,Yes,1364,117,4,Success,0
ORD-111252,2026-04-21,CUST-111252,Dhaka,Skin Care Kit,Cosmetics,3,COD,20715,15669,258,Returning,No,Yes,No,88,23,3,12,No,386,109,13,Failed,1
ORD-111253,2026-03-17,CUST-111253,Khulna,Skin Care Kit,Cosmetics,2,Prepaid,9606,5920,81,Returning,Yes,Yes,No,35,27,3,7,Yes,876,124,17,Returned,1
ORD-111254,2026-03-08,CUST-111254,Barishal,Jeans,Clothing,1,COD,1984,1413,315,Returning,Yes,Yes,Yes,106,32,5,1,Yes,907,77,16,Returned,1
ORD-111255,2026-03-22,CUST-111255,Gazipur,Shoes,Fashion,2,Prepaid,9110,6641,249,Returning,No,No,Yes,102,23,4,0,Yes,575,7,2,Success,0
ORD-111256,2026-03-24,CUST-111256,Dhaka,Perfume,Cosmetics,4,COD,7192,5564,262,New,Yes,Yes,Yes,74,0,0,3,No,82,157,14,Failed,0
ORD-111257,2026-05-09,CUST-111257,Dhaka,Coffee Maker,Home Appliance,5,COD,40120,22837,136,Returning,Yes,Yes,No,6,25,4,7,Yes,652,51,7,Failed,1
ORD-111258,2026-05-06,CUST-111258,Dhaka,Smart Watch,Electronics,4,Prepaid,36840,23529,95,Returning,Yes,Yes,Yes,52,28,2,18,Yes,13,151,5,Success,0
ORD-111259,2026-05-14,CUST-111259,Rangpur,Sunglasses,Accessories,3,Prepaid,5196,3678,120,Returning,Yes,Yes,Yes,103,14,3,12,No,711,52,16,Success,0
ORD-111260,2026-04-29,CUST-111260,Sylhet,Jeans,Clothing,5,Prepaid,16975,11129,224,Returning,Yes,Yes,Yes,53,18,2,21,No,937,68,13,Success,0
ORD-111261,2026-06-16,CUST-111261,Rajshahi,Perfume,Cosmetics,1,Prepaid,1605,948,97,Returning,Yes,No,Yes,77,34,2,3,No,672,144,9,Success,0
ORD-111262,2026-02-04,CUST-111262,Barishal,Rice Cooker,Home Appliance,4,Prepaid,21860,16525,265,Returning,Yes,Yes,Yes,52,3,1,3,No,1161,29,13,Success,0
ORD-111263,2026-05-11,CUST-111263,Chattogram,Sunglasses,Accessories,1,COD,2301,1636,118,New,Yes,Yes,Yes,84,0,0,20,Yes,24,93,1,Success,0
ORD-111264,2026-05-19,CUST-111264,Narayanganj,Jeans,Clothing,3,Prepaid,9903,6053,99,Returning,Yes,Yes,Yes,120,25,3,11,No,176,151,12,Returned,1
ORD-111265,2026-05-18,CUST-111265,Rangpur,Headphone,Electronics,2,COD,10760,8213,156,New,Yes,Yes,Yes,115,0,0,15,Yes,74,14,15,Success,0
ORD-111266,2026-02-16,CUST-111266,Gazipur,Rice Cooker,Home Appliance,3,COD,17346,11529,88,New,Yes,Yes,No,24,0,0,11,No,33,42,3,Success,0
ORD-111267,2026-01-19,CUST-111267,Bogura,Jeans,Clothing,1,Prepaid,3419,2249,73,Returning,Yes,Yes,Yes,2,9,2,13,No,1045,97,4,Failed,0
ORD-111268,2026-01-06,CUST-111268,Bogura,Perfume,Cosmetics,4,Prepaid,6960,4332,106,Returning,Yes,Yes,Yes,10,24,0,2,No,805,50,10,Success,0
ORD-111269,2026-02-03,CUST-111269,Dhaka,Backpack,Accessories,4,COD,10760,7229,271,New,No,Yes,Yes,13,0,0,20,Yes,18,90,14,Returned,1
ORD-111270,2026-06-19,CUST-111270,Narayanganj,Smart Watch,Electronics,5,COD,34585,23373,261,Returning,Yes,Yes,No,51,12,1,6,No,231,113,13,Returned,0
ORD-111271,2026-02-04,CUST-111271,Mymensingh,Bluetooth Speaker,Electronics,2,Prepaid,11150,7756,274,Returning,Yes,Yes,Yes,36,7,6,0,Yes,339,38,9,Success,0
ORD-111272,2026-06-21,CUST-111272,Sylhet,Skin Care Kit,Cosmetics,1,COD,4183,3199,109,Returning,Yes,No,Yes,77,34,2,23,No,245,152,5,Failed,0
ORD-111273,2026-06-13,CUST-111273,Rangpur,Skin Care Kit,Cosmetics,4,COD,10068,5653,314,Returning,Yes,Yes,Yes,108,22,4,11,Yes,1229,138,4,Success,0
ORD-111274,2026-06-21,CUST-111274,Barishal,Skin Care Kit,Cosmetics,5,Prepaid,17210,12442,197,New,Yes,No,Yes,111,0,0,17,Yes,83,85,4,Success,0
ORD-111275,2026-05-09,CUST-111275,Gazipur,Perfume,Cosmetics,4,COD,9496,6635,138,New,Yes,Yes,Yes,41,0,0,4,No,41,148,18,Success,0
ORD-111276,2026-06-07,CUST-111276,Rangpur,Shoes,Fashion,2,COD,7648,5828,251,Returning,Yes,Yes,Yes,113,34,4,19,No,1270,57,18,Success,0
ORD-111277,2026-06-22,CUST-111277,Cumilla,Rice Cooker,Home Appliance,2,Prepaid,16178,10264,121,Returning,Yes,Yes,Yes,97,34,1,13,No,167,97,1,Success,0
ORD-111278,2026-03-09,CUST-111278,Barishal,Backpack,Accessories,2,Prepaid,5054,3310,248,Returning,Yes,No,Yes,116,12,6,2,No,1278,34,15,Success,0
ORD-111279,2026-05-04,CUST-111279,Rangpur,Skin Care Kit,Cosmetics,2,Prepaid,11372,6772,163,Returning,Yes,Yes,Yes,106,8,1,8,No,1337,74,11,Success,0
ORD-111280,2026-02-12,CUST-111280,Khulna,Coffee Maker,Home Appliance,3,Prepaid,27438,17374,275,Returning,Yes,No,No,30,33,0,5,No,245,125,11,Success,0
ORD-111281,2026-04-20,CUST-111281,Gazipur,Shoes,Fashion,1,COD,5235,3970,151,New,Yes,Yes,Yes,120,0,0,2,Yes,30,85,2,Returned,1
ORD-111282,2026-03-10,CUST-111282,Gazipur,Shoes,Fashion,4,Prepaid,20076,12133,81,New,Yes,Yes,Yes,28,0,0,4,No,51,139,16,Returned,0
ORD-111283,2026-01-06,CUST-111283,Cumilla,Skin Care Kit,Cosmetics,4,Prepaid,16496,12736,87,New,Yes,Yes,Yes,66,0,0,9,No,82,117,2,Success,0
ORD-111284,2026-03-14,CUST-111284,Khulna,Coffee Maker,Home Appliance,2,Prepaid,14598,8361,308,Returning,Yes,Yes,Yes,119,26,3,16,No,93,22,16,Success,0
ORD-111285,2026-06-29,CUST-111285,Gazipur,Coffee Maker,Home Appliance,2,Prepaid,14994,9493,166,Returning,Yes,Yes,No,108,27,2,23,No,884,90,11,Returned,0
ORD-111286,2026-06-30,CUST-111286,Rajshahi,Smart Watch,Electronics,3,Prepaid,22497,14446,137,Returning,Yes,No,Yes,51,21,4,8,No,374,23,14,Success,0
ORD-111287,2026-04-03,CUST-111287,Bogura,Sunglasses,Accessories,2,Prepaid,2742,1811,309,Returning,Yes,No,Yes,40,18,5,6,No,1059,57,12,Returned,1
ORD-111288,2026-05-12,CUST-111288,Barishal,Headphone,Electronics,2,COD,9024,5208,152,Returning,Yes,Yes,No,113,16,1,11,Yes,1144,92,5,Failed,0
ORD-111289,2026-06-22,CUST-111289,Khulna,T-Shirt,Clothing,2,Prepaid,1438,1052,155,Returning,Yes,Yes,Yes,3,11,3,11,Yes,515,143,18,Success,0
ORD-111290,2026-03-10,CUST-111290,Mymensingh,Rice Cooker,Home Appliance,1,COD,5996,3784,106,Returning,Yes,Yes,Yes,3,15,1,14,No,405,59,16,Success,0
ORD-111291,2026-06-21,CUST-111291,Khulna,Coffee Maker,Home Appliance,3,COD,14898,11289,320,New,Yes,Yes,Yes,20,0,0,1,No,80,110,7,Success,0
ORD-111292,2026-02-18,CUST-111292,Khulna,Shoes,Fashion,5,COD,16850,11051,287,Returning,Yes,Yes,Yes,87,8,1,22,Yes,1209,153,11,Success,0
